sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
NIL 2_N:67_Proven_VT,0.391206546,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.391206546,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.391206546,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.391206546,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.390535961,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.390535961,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.390535961,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.390535961,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_V8,0.390485667,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.390485667,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.390485667,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.390485667,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.387496771,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.387496771,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.387496771,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_VT,0.387496771,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.386367507,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.386367507,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.386367507,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.386367507,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.386194363,1065.906029,1.066,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.386194363,1294.925621,1.295,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.386194363,1865.606589,1.866,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.386194363,2027.745224,2.028,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.378127677,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.378127677,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.378127677,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.377771501,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.377771501,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.377771501,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.377771501,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.377111717,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.377111717,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.377111717,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.377111717,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_VT,0.376124514,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.376124514,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.376124514,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_VT,0.376124514,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.373780655,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.373780655,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.373780655,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.373213414,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_VT,0.373213414,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_VT,0.373213414,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.373168966,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.373168966,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.373168966,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.373168966,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.372711753,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.372711753,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.372711753,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.372711753,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.372604876,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.372604876,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.372604876,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_VT,0.372604876,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.370926323,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.370926323,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.370926323,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.370926323,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.364919782,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.364919782,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.364919782,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_V8,0.360672793,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.360672793,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.360672793,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.357820278,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.357820278,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.357820278,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.357820278,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.353323033,1065.906029,1.066,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.353323033,1294.925621,1.295,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.353323033,1865.606589,1.866,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_V8,0.353323033,2027.745224,2.028,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.353265317,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.353265317,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.353265317,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.353265317,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.350872827,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.350872827,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.350872827,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.350872827,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.347192084,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.347192084,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.347192084,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.347192084,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.347192084,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.346645225,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.346645225,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.346645225,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.346645225,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.34648245,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.34648245,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_VT,0.34648245,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.344874642,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.344874642,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.344874642,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.344874642,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_VT,0.341711595,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_VT,0.341711595,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_VT,0.341711595,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_VT,0.341711595,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.341405549,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.341405549,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.341405549,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.341405549,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.341405549,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.341171764,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.341171764,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.341171764,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_V8,0.341171764,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.337525272,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.337525272,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.337525272,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.337525272,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.337525272,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.334823401,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.334823401,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.334823401,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.334823401,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.334229887,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_V8,0.334229887,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_V8,0.334229887,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.334011202,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.334011202,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.334011202,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.334011202,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.333667779,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.333667779,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.333667779,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.333667779,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
